auto_name,param,required,default_kind,default_scalar,default_obj_id,kind
AutoTSMixerx,alias,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,backend,False,scalar,ray,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,callbacks,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,config,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,cpus,False,scalar,32,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,gpus,False,scalar,1,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,h,True,empty,,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,loss,False,object,,8457c3e30e7f,POSITIONAL_OR_KEYWORD
AutoTSMixerx,n_series,True,empty,,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,num_samples,False,scalar,10,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,refit_with_val,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,search_alg,False,object,,533e6ebe1215,POSITIONAL_OR_KEYWORD
AutoTSMixerx,valid_loss,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTSMixerx,verbose,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoTiDE,alias,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTiDE,backend,False,scalar,ray,,POSITIONAL_OR_KEYWORD
AutoTiDE,callbacks,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTiDE,config,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTiDE,cpus,False,scalar,32,,POSITIONAL_OR_KEYWORD
AutoTiDE,gpus,False,scalar,1,,POSITIONAL_OR_KEYWORD
AutoTiDE,h,True,empty,,,POSITIONAL_OR_KEYWORD
AutoTiDE,loss,False,object,,8457c3e30e7f,POSITIONAL_OR_KEYWORD
AutoTiDE,num_samples,False,scalar,10,,POSITIONAL_OR_KEYWORD
AutoTiDE,refit_with_val,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoTiDE,search_alg,False,object,,533e6ebe1215,POSITIONAL_OR_KEYWORD
AutoTiDE,valid_loss,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTiDE,verbose,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,alias,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,backend,False,scalar,ray,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,callbacks,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,config,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,cpus,False,scalar,32,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,gpus,False,scalar,1,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,h,True,empty,,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,loss,False,object,,8457c3e30e7f,POSITIONAL_OR_KEYWORD
AutoTimeMixer,n_series,True,empty,,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,num_samples,False,scalar,10,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,refit_with_val,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,search_alg,False,object,,533e6ebe1215,POSITIONAL_OR_KEYWORD
AutoTimeMixer,valid_loss,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimeMixer,verbose,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoTimeXer,alias,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimeXer,backend,False,scalar,ray,,POSITIONAL_OR_KEYWORD
AutoTimeXer,callbacks,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimeXer,config,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimeXer,cpus,False,scalar,32,,POSITIONAL_OR_KEYWORD
AutoTimeXer,gpus,False,scalar,1,,POSITIONAL_OR_KEYWORD
AutoTimeXer,h,True,empty,,,POSITIONAL_OR_KEYWORD
AutoTimeXer,loss,False,object,,8457c3e30e7f,POSITIONAL_OR_KEYWORD
AutoTimeXer,n_series,True,empty,,,POSITIONAL_OR_KEYWORD
AutoTimeXer,num_samples,False,scalar,10,,POSITIONAL_OR_KEYWORD
AutoTimeXer,refit_with_val,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoTimeXer,search_alg,False,object,,533e6ebe1215,POSITIONAL_OR_KEYWORD
AutoTimeXer,valid_loss,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimeXer,verbose,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoTimesNet,alias,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimesNet,backend,False,scalar,ray,,POSITIONAL_OR_KEYWORD
AutoTimesNet,callbacks,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimesNet,config,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimesNet,cpus,False,scalar,32,,POSITIONAL_OR_KEYWORD
AutoTimesNet,gpus,False,scalar,1,,POSITIONAL_OR_KEYWORD
AutoTimesNet,h,True,empty,,,POSITIONAL_OR_KEYWORD
AutoTimesNet,loss,False,object,,8457c3e30e7f,POSITIONAL_OR_KEYWORD
AutoTimesNet,num_samples,False,scalar,10,,POSITIONAL_OR_KEYWORD
AutoTimesNet,refit_with_val,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoTimesNet,search_alg,False,object,,533e6ebe1215,POSITIONAL_OR_KEYWORD
AutoTimesNet,valid_loss,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoTimesNet,verbose,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,alias,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,backend,False,scalar,ray,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,callbacks,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,config,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,cpus,False,scalar,32,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,gpus,False,scalar,1,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,h,True,empty,,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,loss,False,object,,8457c3e30e7f,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,num_samples,False,scalar,10,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,refit_with_val,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,search_alg,False,object,,533e6ebe1215,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,valid_loss,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoVanillaTransformer,verbose,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoiTransformer,alias,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoiTransformer,backend,False,scalar,ray,,POSITIONAL_OR_KEYWORD
AutoiTransformer,callbacks,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoiTransformer,config,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoiTransformer,cpus,False,scalar,32,,POSITIONAL_OR_KEYWORD
AutoiTransformer,gpus,False,scalar,1,,POSITIONAL_OR_KEYWORD
AutoiTransformer,h,True,empty,,,POSITIONAL_OR_KEYWORD
AutoiTransformer,loss,False,object,,8457c3e30e7f,POSITIONAL_OR_KEYWORD
AutoiTransformer,n_series,True,empty,,,POSITIONAL_OR_KEYWORD
AutoiTransformer,num_samples,False,scalar,10,,POSITIONAL_OR_KEYWORD
AutoiTransformer,refit_with_val,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoiTransformer,search_alg,False,object,,533e6ebe1215,POSITIONAL_OR_KEYWORD
AutoiTransformer,valid_loss,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoiTransformer,verbose,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoxLSTM,alias,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoxLSTM,backend,False,scalar,ray,,POSITIONAL_OR_KEYWORD
AutoxLSTM,callbacks,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoxLSTM,config,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoxLSTM,cpus,False,scalar,32,,POSITIONAL_OR_KEYWORD
AutoxLSTM,gpus,False,scalar,1,,POSITIONAL_OR_KEYWORD
AutoxLSTM,h,True,empty,,,POSITIONAL_OR_KEYWORD
AutoxLSTM,loss,False,object,,8457c3e30e7f,POSITIONAL_OR_KEYWORD
AutoxLSTM,num_samples,False,scalar,10,,POSITIONAL_OR_KEYWORD
AutoxLSTM,refit_with_val,False,scalar,False,,POSITIONAL_OR_KEYWORD
AutoxLSTM,search_alg,False,object,,533e6ebe1215,POSITIONAL_OR_KEYWORD
AutoxLSTM,valid_loss,False,scalar,,,POSITIONAL_OR_KEYWORD
AutoxLSTM,verbose,False,scalar,False,,POSITIONAL_OR_KEYWORD
